,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Age,Gender,Education,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiouness,Impulsiveness,Sensation Seing
1620,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,10.68645012310245,7.876894130296005,10.02710694125534,7.803461534020714,9.203113995081342,6.758404574067456,6.160226588104123
1621,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,More than a year,More than a year,Never,Never,35-44,Male,college - no degree,7.933318393835825,11.454429386089501,10.540454761850786,10.379175374383724,10.355938759251348,8.56948605880682,10.791183462868197
1622,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Female,Professional certificate,7.933318393835825,10.983435809562208,6.471984636161372,12.196538465979286,12.188860280109457,4.308016529682876,4.4879643818699515
1623,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,Professional certificate,6.011287730269847,11.94808685585825,5.9903749307752845,11.704268609497857,11.68830606518953,4.308016529682876,4.4879643818699515
1624,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,4.733367070874065,13.928306347417324,6.471984636161372,9.55296216328557,14.21985590412082,4.308016529682876,0.0
1625,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,12.151539930753945,10.010140717730678,10.540454761850786,12.196538465979286,9.980804535325428,4.308016529682876,7.762342477019955
1626,More than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,More than a year,Never,Never,45-54,Female,Professional certificate,10.68645012310245,9.526959953328262,7.858778341651095,10.830831668764215,11.68830606518953,11.306852854668904,7.762342477019955
1627,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,University Degree,9.840894351534292,11.454429386089501,13.462855070163904,6.896021198720687,7.071609186112298,10.071451478417035,12.399149044675154
1628,Less than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Female,Professional certificate,3.6980302124129416,11.454429386089501,10.02710694125534,17.958064404392154,13.273533928344628,6.758404574067456,6.160226588104123
1629,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,35-44,Male,Professional certificate,15.042956002190468,10.512136789729775,9.139897077826394,9.950091791846113,15.229681672805366,14.101358842555687,20.0
1630,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,Professional certificate,9.249735467010176,10.983435809562208,7.858778341651095,9.12907434562228,11.200625801013752,12.594702071708037,12.399149044675154
1631,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,School Dropout,10.40896132401544,5.795908892370942,6.471984636161372,9.950091791846113,9.980804535325428,4.308016529682876,0.0
1632,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,55-64,Male,School Dropout,6.011287730269847,10.010140717730678,5.160066973900259,11.265803784826057,11.68830606518953,6.758404574067456,7.762342477019955
1633,Less than a year,Never,More than a year,Never,More than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,Professional certificate,10.40896132401544,11.94808685585825,5.160066973900259,6.896021198720687,9.980804535325428,6.758404574067456,4.4879643818699515
1634,Less than a year,Less than a year,Never,Never,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,Never,Less than a year,Never,Less than a year,18-24,Male,college - no degree,15.743638222753845,6.237641000265736,11.060927465452414,5.729225600110843,7.071609186112298,12.594702071708037,16.51503296076956
1635,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,School Dropout,10.947258132256106,8.242326500566598,8.279956084812017,10.830831668764215,11.200625801013752,6.758404574067456,7.762342477019955
1636,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,Professional certificate,10.128623137324158,10.512136789729775,7.441033496665879,9.55296216328557,9.203113995081342,10.071451478417035,4.4879643818699515
1637,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Female,Professional certificate,11.211242021343695,11.94808685585825,8.713796688224836,11.704268609497857,10.355938759251348,11.306852854668904,10.791183462868197
1638,Less than a year,Never,Never,Less than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,Professional certificate,13.313615175363482,10.010140717730678,10.02710694125534,12.71784687503608,12.711871745430614,10.071451478417035,6.160226588104123
1639,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,5.261661341378897,11.454429386089501,5.9903749307752845,9.12907434562228,13.273533928344628,4.308016529682876,6.160226588104123
1640,More than a year,Never,Never,Never,More than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,Professional certificate,10.40896132401544,7.537668795606503,10.540454761850786,11.265803784826057,9.587889249385167,6.758404574067456,6.160226588104123
1641,More than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,8.269486768898341,9.526959953328262,8.279956084812017,12.196538465979286,10.749142698795737,8.56948605880682,9.313161059044399
1642,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Male,School Dropout,10.40896132401544,13.402821685252892,9.573802452902905,9.950091791846113,9.587889249385167,8.56948605880682,7.762342477019955
1643,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Male,Professional certificate,10.40896132401544,7.10503889820491,11.060927465452414,12.71784687503608,11.68830606518953,4.308016529682876,2.6493609085522998
1644,Less than a year,Never,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,More than a year,Less than a year,More than a year,More than a year,Never,Never,35-44,Male,Professional certificate,12.733141494355394,7.537668795606503,8.713796688224836,11.265803784826057,8.828614809084506,10.071451478417035,12.399149044675154
1645,Less than a year,Never,Never,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,8.269486768898341,11.454429386089501,10.02710694125534,12.196538465979286,14.21985590412082,8.56948605880682,7.762342477019955
1646,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,University Degree,9.840894351534292,9.082662121670285,7.858778341651095,9.12907434562228,14.21985590412082,6.758404574067456,9.313161059044399
1647,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,More than a year,More than a year,Never,Never,25-34,Female,University Degree,10.40896132401544,14.840879310186839,14.61980652704055,13.712374002701797,11.68830606518953,14.101358842555687,12.399149044675154
1648,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,Never,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,More than a year,55-64,Male,college - no degree,5.261661341378897,6.237641000265736,7.858778341651095,5.729225600110843,8.828614809084506,6.758404574067456,14.218653520690163
1649,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,Never,Less than a year,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,18-24,Male,University Degree,10.947258132256106,6.237641000265736,11.553030180356698,8.691793000727408,6.71546836933806,10.071451478417035,4.4879643818699515
1650,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,7.933318393835825,12.939830723320291,9.573802452902905,15.249627636850672,14.21985590412082,6.758404574067456,10.791183462868197
1651,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,55-64,Male,School Dropout,11.211242021343695,9.082662121670285,8.279956084812017,5.321213730674642,11.200625801013752,8.56948605880682,4.4879643818699515
1652,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,More than a year,Never,Never,Never,Never,Never,35-44,Female,University Degree,7.933318393835825,13.402821685252892,4.678910670160018,12.196538465979286,12.711871745430614,6.758404574067456,2.6493609085522998
1653,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,18-24,Female,University Degree,15.388117756878971,6.237641000265736,8.279956084812017,8.249806602085233,10.355938759251348,4.308016529682876,12.399149044675154
1654,More than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,Less than a year,Never,Never,25-34,Male,college - no degree,5.261661341378897,10.512136789729775,9.573802452902905,8.691793000727408,12.711871745430614,8.56948605880682,10.791183462868197
1655,Less than a year,More than a year,Never,Never,Less than a year,More than a year,More than a year,More than a year,Never,More than a year,Never,Less than a year,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,18-24,Male,Professional certificate,9.840894351534292,12.4595211259862,18.53431440813273,11.265803784826057,9.980804535325428,14.101358842555687,16.51503296076956
1656,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,University Degree,3.6980302124129416,11.94808685585825,11.553030180356698,10.379175374383724,11.200625801013752,4.308016529682876,6.160226588104123
1657,More than a year,Less than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,35-44,Female,Professional certificate,15.042956002190468,10.512136789729775,17.576341502119654,6.1236996155134005,6.002089852093894,16.189816469208427,20.0
1658,More than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,More than a year,Never,Never,Never,More than a year,Never,Never,18-24,Female,School Dropout,8.269486768898341,9.526959953328262,9.573802452902905,14.650440485399901,9.203113995081342,6.758404574067456,12.399149044675154
1659,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Less than a year,Never,More than a year,More than a year,Never,Never,More than a year,Less than a year,Never,Never,25-34,Male,Professional certificate,8.269486768898341,13.402821685252892,10.540454761850786,11.265803784826057,9.587889249385167,12.594702071708037,14.218653520690163
1660,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,Less than a year,Never,Never,More than a year,Less than a year,Never,Never,25-34,Female,college - no degree,7.156949315033934,10.010140717730678,9.573802452902905,11.265803784826057,7.744027756930573,10.071451478417035,12.399149044675154
1661,Less than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,10.40896132401544,11.454429386089501,12.046816958516988,12.196538465979286,9.587889249385167,16.189816469208427,16.51503296076956
1662,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,University Degree,8.56062888358916,11.454429386089501,8.279956084812017,15.887725294138022,12.711871745430614,10.071451478417035,9.313161059044399
1663,Less than a year,More than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,More than a year,More than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,18-24,Male,college - no degree,10.40896132401544,12.939830723320291,15.967704848482885,8.249806602085233,10.355938759251348,16.189816469208427,16.51503296076956
1664,More than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,Never,More than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,10.68645012310245,8.656080001710482,5.566217691084504,9.950091791846113,12.711871745430614,4.308016529682876,2.6493609085522998
1665,More than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,35-44,Male,Professional certificate,12.151539930753945,6.664345297547595,7.858778341651095,7.35307531549839,11.200625801013752,10.071451478417035,12.399149044675154
1666,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Female,University Degree,6.737792525996952,8.242326500566598,8.279956084812017,11.265803784826057,12.711871745430614,12.594702071708037,14.218653520690163
1667,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Male,University Degree,12.151539930753945,7.537668795606503,4.678910670160018,6.896021198720687,10.355938759251348,6.758404574067456,6.160226588104123
1668,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,55-64,Male,University Degree,12.151539930753945,8.656080001710482,14.61980652704055,12.71784687503608,6.71546836933806,6.758404574067456,9.313161059044399
1669,More than a year,Never,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,More than a year,Never,Never,25-34,Female,University Degree,8.56062888358916,10.512136789729775,8.713796688224836,12.196538465979286,6.71546836933806,8.56948605880682,10.791183462868197
1670,More than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Never,Less than a year,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Male,Professional certificate,7.156949315033934,11.454429386089501,13.462855070163904,11.265803784826057,12.188860280109457,6.758404574067456,9.313161059044399
1671,Less than a year,Never,Never,More than a year,More than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,Professional certificate,8.895758419420952,10.512136789729775,5.9903749307752845,9.12907434562228,16.73535660266254,6.758404574067456,4.4879643818699515
1672,Less than a year,Never,More than a year,Less than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Male,Professional certificate,7.933318393835825,13.402821685252892,3.833770002299395,9.12907434562228,8.477496565022111,8.56948605880682,4.4879643818699515
1673,More than a year,Never,Never,More than a year,Never,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Never,25-34,Female,University Degree,17.0663476935543,3.5417983890920084,7.441033496665879,13.215774342158436,8.116448636977681,4.308016529682876,6.160226588104123
1674,Less than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Less than a year,Never,Never,More than a year,Less than a year,Never,More than a year,Less than a year,Never,Never,18-24,Female,college - no degree,14.357737645604448,10.010140717730678,10.540454761850786,12.196538465979286,9.203113995081342,10.071451478417035,9.313161059044399
1675,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,Professional certificate,9.550998843920343,12.4595211259862,5.160066973900259,13.712374002701797,13.273533928344628,6.758404574067456,2.6493609085522998
1676,More than a year,Never,Never,Never,Less than a year,Never,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Female,University Degree,10.68645012310245,11.94808685585825,10.540454761850786,3.5963929845628053,14.707593899017423,10.071451478417035,12.399149044675154
1677,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,18-24,Female,University Degree,10.128623137324158,13.928306347417324,8.279956084812017,11.265803784826057,11.200625801013752,6.758404574067456,7.762342477019955
1678,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,college - no degree,9.550998843920343,14.840879310186839,7.858778341651095,13.712374002701797,11.68830606518953,6.758404574067456,6.160226588104123
1679,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,More than a year,More than a year,More than a year,Never,Never,45-54,Male,Professional certificate,8.895758419420952,11.454429386089501,6.978855290387562,7.803461534020714,9.587889249385167,8.56948605880682,14.218653520690163
1680,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,10.68645012310245,5.010889053828274,10.540454761850786,11.265803784826057,5.617083674906765,8.56948605880682,9.313161059044399
1681,Less than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Less than a year,More than a year,More than a year,More than a year,More than a year,Never,Never,25-34,Male,University Degree,11.830034029405088,3.2475953975802785,12.046816958516988,12.196538465979286,10.749142698795737,8.56948605880682,20.0
1682,Less than a year,Less than a year,Never,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,18-24,Female,college - no degree,14.357737645604448,3.769811816379703,13.462855070163904,9.950091791846113,6.71546836933806,8.56948605880682,12.399149044675154
1683,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Female,Professional certificate,7.156949315033934,11.94808685585825,9.139897077826394,11.704268609497857,11.68830606518953,8.56948605880682,9.313161059044399
1684,Less than a year,More than a year,Never,Less than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,More than a year,Never,Less than a year,Never,Never,Never,Never,25-34,Female,Professional certificate,14.709785420336614,2.9033913370169806,6.978855290387562,15.887725294138022,9.203113995081342,6.758404574067456,2.6493609085522998
1685,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,More than a year,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,10.68645012310245,12.939830723320291,15.967704848482885,11.265803784826057,9.203113995081342,11.306852854668904,10.791183462868197
1686,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Never,More than a year,More than a year,Never,More than a year,35-44,Male,college - no degree,13.313615175363482,5.394037135797039,7.858778341651095,5.729225600110843,9.980804535325428,4.308016529682876,7.762342477019955
1687,More than a year,Never,Never,Never,Less than a year,More than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,Never,Never,Less than a year,Never,More than a year,25-34,Male,college - no degree,16.172441376076126,4.616561746891351,11.060927465452414,14.186603008925168,7.405263887124895,10.071451478417035,7.762342477019955
1688,Less than a year,Never,Never,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Masters or Doctorate Degree,6.011287730269847,12.4595211259862,10.540454761850786,17.108441385999143,9.203113995081342,8.56948605880682,9.313161059044399
1689,Less than a year,Never,More than a year,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,University Degree,12.46550682739983,9.082662121670285,9.573802452902905,11.265803784826057,8.828614809084506,4.308016529682876,9.313161059044399
1690,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,University Degree,8.895758419420952,12.4595211259862,7.441033496665879,14.186603008925168,13.273533928344628,4.308016529682876,4.4879643818699515
1691,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,7.548858835105049,9.082662121670285,10.540454761850786,9.12907434562228,8.828614809084506,14.101358842555687,9.313161059044399
1692,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Male,Professional certificate,8.895758419420952,11.94808685585825,10.02710694125534,9.55296216328557,8.116448636977681,12.594702071708037,9.313161059044399
1693,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,Never,Never,18-24,Male,college - no degree,10.68645012310245,4.616561746891351,9.139897077826394,10.830831668764215,8.828614809084506,6.758404574067456,7.762342477019955
1694,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,55-64,Male,Masters or Doctorate Degree,6.737792525996952,10.010140717730678,12.945361863092135,6.50114306827235,13.273533928344628,8.56948605880682,10.791183462868197
1695,Less than a year,Never,Never,More than a year,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,University Degree,12.151539930753945,8.242326500566598,12.945361863092135,9.55296216328557,11.200625801013752,11.306852854668904,6.160226588104123
1696,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Never,More than a year,Never,Less than a year,Never,Less than a year,Never,More than a year,25-34,Female,Masters or Doctorate Degree,5.261661341378897,12.4595211259862,12.945361863092135,9.55296216328557,9.980804535325428,8.56948605880682,10.791183462868197
1697,Less than a year,More than a year,Never,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,More than a year,Never,Never,More than a year,Less than a year,Never,Never,18-24,Male,college - no degree,14.357737645604448,7.10503889820491,17.576341502119654,4.885058134835872,4.452857093373669,16.189816469208427,12.399149044675154
1698,Less than a year,Never,Never,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Less than a year,More than a year,Never,35-44,Female,University Degree,16.172441376076126,7.537668795606503,17.576341502119654,12.196538465979286,9.980804535325428,14.101358842555687,20.0
1699,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,Professional certificate,8.56062888358916,11.454429386089501,4.206854785168585,10.830831668764215,12.711871745430614,6.758404574067456,6.160226588104123
1700,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,More than a year,Never,More than a year,Less than a year,Never,More than a year,Less than a year,Never,More than a year,18-24,Male,college - no degree,9.249735467010176,7.876894130296005,8.713796688224836,10.830831668764215,6.71546836933806,8.56948605880682,7.762342477019955
1701,Less than a year,Less than a year,Never,More than a year,More than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,Never,Never,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Never,More than a year,18-24,Male,School Dropout,11.519332056055765,10.512136789729775,10.540454761850786,7.35307531549839,7.405263887124895,11.306852854668904,10.791183462868197
1702,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Never,Never,Never,Never,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,55-64,Male,college - no degree,12.151539930753945,4.616561746891351,6.978855290387562,7.803461534020714,4.857087600595781,11.306852854668904,10.791183462868197
1703,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,18-24,Male,University Degree,7.548858835105049,10.983435809562208,5.9903749307752845,8.249806602085233,15.229681672805366,8.56948605880682,10.791183462868197
1704,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,18-24,Female,Professional certificate,8.895758419420952,12.4595211259862,8.713796688224836,12.71784687503608,9.587889249385167,11.306852854668904,6.160226588104123
1705,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,University Degree,8.895758419420952,12.939830723320291,7.858778341651095,10.830831668764215,13.273533928344628,10.071451478417035,9.313161059044399
1706,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,University Degree,7.156949315033934,13.928306347417324,7.858778341651095,12.71784687503608,9.587889249385167,8.56948605880682,7.762342477019955
1707,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,School Dropout,7.933318393835825,7.537668795606503,12.945361863092135,7.35307531549839,10.749142698795737,6.758404574067456,9.313161059044399
1708,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,Never,25-34,Female,University Degree,10.40896132401544,15.317493043528724,12.491992603076007,10.379175374383724,9.587889249385167,14.101358842555687,16.51503296076956
1709,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Less than a year,Never,More than a year,35-44,Female,Masters or Doctorate Degree,7.933318393835825,11.94808685585825,7.858778341651095,6.896021198720687,10.749142698795737,6.758404574067456,9.313161059044399
1710,Less than a year,More than a year,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,Never,35-44,Female,Masters or Doctorate Degree,3.3265413035057865,15.317493043528724,10.540454761850786,11.704268609497857,17.597333995312265,12.594702071708037,9.313161059044399
1711,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,School Dropout,10.128623137324158,9.082662121670285,5.160066973900259,13.712374002701797,14.21985590412082,4.308016529682876,4.4879643818699515
1712,More than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,Professional certificate,13.947069657138533,11.454429386089501,12.491992603076007,7.803461534020714,12.711871745430614,6.758404574067456,9.313161059044399
